tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,OnlineSecurity,Churn
27,115.76,3125.52,Two year,Bank transfer,Fiber optic,No,No
17,59.9,1018.3,Two year,Credit card,DSL,No,No
60,103.98,6238.8,Month-to-month,Bank transfer,No,No,Yes
64,38.85,2486.4,Two year,Electronic check,Fiber optic,Yes,No
35,87.25,3053.75,One year,Electronic check,Fiber optic,Yes,No
70,117.7,8239.0,Two year,Mailed check,DSL,Yes,No
30,30.19,905.7,Two year,Mailed check,DSL,Yes,No
71,20.83,1478.93,Month-to-month,Credit card,Fiber optic,No,No
63,63.36,3991.68,Two year,Mailed check,DSL,No,No
28,29.26,819.28,Two year,Bank transfer,Fiber optic,No,No
60,94.84,5690.4,One year,Electronic check,DSL,No,No
37,111.45,4123.65,Month-to-month,Electronic check,No,No,Yes
22,63.4,1394.8,Month-to-month,Electronic check,DSL,No,Yes
68,45.87,3119.16,One year,Mailed check,No,Yes,No
20,63.44,1268.8,Two year,Electronic check,DSL,No,No
68,92.34,6279.12,Month-to-month,Electronic check,DSL,No,Yes
64,20.91,1338.24,Month-to-month,Electronic check,Fiber optic,No,Yes
17,78.95,1342.15,Two year,Credit card,DSL,Yes,Yes
12,81.33,975.96,Two year,Credit card,DSL,No,No
22,83.77,1842.94,Month-to-month,Mailed check,No,No,No
17,44.2,751.4,Two year,Electronic check,DSL,Yes,Yes
10,91.41,914.1,Month-to-month,Mailed check,Fiber optic,No,Yes
65,29.14,1894.1,Two year,Electronic check,No,Yes,No
22,39.93,878.46,Two year,Electronic check,Fiber optic,Yes,No
50,107.75,5387.5,One year,Electronic check,Fiber optic,No,Yes
14,93.87,1314.18,Two year,Mailed check,Fiber optic,No,No
64,21.37,1367.68,One year,Mailed check,Fiber optic,Yes,Yes
47,44.84,2107.48,Two year,Electronic check,No,No,No
29,41.44,1201.76,Month-to-month,Bank transfer,DSL,No,Yes
36,47.08,1694.88,Month-to-month,Mailed check,Fiber optic,Yes,Yes
52,44.76,2327.52,Two year,Credit card,No,Yes,No
7,26.25,183.75,Two year,Mailed check,Fiber optic,No,Yes
29,65.89,1910.81,Month-to-month,Electronic check,DSL,Yes,Yes
11,93.27,1025.97,Two year,Bank transfer,No,No,No
33,80.67,2662.11,One year,Electronic check,No,No,No
6,87.29,523.74,One year,Credit card,DSL,No,No
32,28.11,899.52,One year,Mailed check,No,No,Yes
51,115.15,5872.65,One year,Mailed check,DSL,Yes,Yes
58,103.85,6023.3,One year,Electronic check,No,No,Yes
26,100.51,2613.26,Two year,Electronic check,No,Yes,Yes
46,102.3,4705.8,Two year,Credit card,DSL,No,No
29,113.27,3284.83,One year,Bank transfer,DSL,No,Yes
4,74.43,297.72,Two year,Credit card,No,Yes,Yes
13,40.03,520.39,Two year,Bank transfer,No,No,Yes
39,81.68,3185.52,One year,Mailed check,DSL,Yes,Yes
15,94.29,1414.35,Two year,Bank transfer,DSL,Yes,No
29,93.79,2719.91,Two year,Bank transfer,No,No,No
29,72.14,2092.06,Two year,Mailed check,No,No,Yes
32,26.85,859.2,One year,Mailed check,No,No,Yes
2,57.11,114.22,Two year,Mailed check,DSL,No,Yes
47,112.08,5267.76,Month-to-month,Credit card,No,Yes,No
22,78.44,1725.68,Month-to-month,Mailed check,Fiber optic,No,Yes
27,73.83,1993.41,One year,Electronic check,DSL,No,Yes
67,46.89,3141.63,Month-to-month,Mailed check,No,No,Yes
56,56.84,3183.04,One year,Mailed check,DSL,No,No
21,109.53,2300.13,Month-to-month,Mailed check,Fiber optic,No,No
47,86.65,4072.55,Month-to-month,Bank transfer,DSL,Yes,No
59,98.74,5825.66,Month-to-month,Credit card,No,No,Yes
6,65.43,392.58,One year,Mailed check,Fiber optic,Yes,Yes
19,83.02,1577.38,One year,Credit card,Fiber optic,No,Yes
57,44.84,2555.88,Two year,Electronic check,No,No,No
69,90.55,6247.95,One year,Electronic check,No,No,No
3,62.76,188.28,Month-to-month,Mailed check,No,Yes,Yes
1,64.25,64.25,Month-to-month,Electronic check,DSL,No,Yes
58,84.93,4925.94,One year,Credit card,DSL,Yes,No
38,113.63,4317.94,One year,Bank transfer,DSL,Yes,No
15,26.4,396.0,One year,Mailed check,No,No,Yes
34,102.47,3483.98,Two year,Electronic check,No,Yes,No
61,49.24,3003.64,Month-to-month,Credit card,DSL,No,Yes
35,64.39,2253.65,Two year,Credit card,Fiber optic,No,Yes
64,22.19,1420.16,Two year,Electronic check,DSL,Yes,No
25,50.1,1252.5,Month-to-month,Credit card,Fiber optic,No,Yes
24,70.26,1686.24,Month-to-month,Credit card,No,No,Yes
12,25.62,307.44,One year,Mailed check,No,Yes,Yes
18,69.11,1243.98,One year,Credit card,DSL,Yes,No
15,112.71,1690.65,Two year,Electronic check,DSL,Yes,No
27,30.54,824.58,One year,Mailed check,No,Yes,Yes
60,96.44,5786.4,One year,Electronic check,DSL,Yes,No
46,60.97,2804.62,Month-to-month,Bank transfer,No,Yes,Yes
17,85.52,1453.84,Month-to-month,Electronic check,No,No,Yes
53,46.02,2439.06,One year,Electronic check,Fiber optic,Yes,No
8,35.95,287.6,Month-to-month,Mailed check,DSL,Yes,No
27,36.05,973.35,One year,Credit card,No,No,No
46,27.05,1244.3,Month-to-month,Electronic check,DSL,No,No
50,38.56,1928.0,Month-to-month,Mailed check,Fiber optic,Yes,No
71,86.42,6135.82,Month-to-month,Bank transfer,Fiber optic,Yes,No
3,108.17,324.51,Month-to-month,Mailed check,DSL,No,Yes
64,101.41,6490.24,One year,Mailed check,DSL,Yes,No
44,88.51,3894.44,Two year,Credit card,No,Yes,No
53,31.04,1645.12,Month-to-month,Electronic check,Fiber optic,No,Yes
24,48.92,1174.08,One year,Bank transfer,Fiber optic,Yes,Yes
60,50.98,3058.8,One year,Mailed check,Fiber optic,No,No
3,45.0,135.0,Month-to-month,Electronic check,DSL,Yes,Yes
20,71.5,1430.0,Two year,Electronic check,No,No,No
46,73.56,3383.76,Month-to-month,Mailed check,DSL,No,Yes
15,55.69,835.35,One year,Electronic check,DSL,No,Yes
25,55.38,1384.5,Two year,Mailed check,DSL,Yes,No
71,102.86,7303.06,One year,Mailed check,No,No,No
17,98.93,1681.81,Month-to-month,Mailed check,DSL,Yes,Yes
9,50.78,457.02,Two year,Bank transfer,Fiber optic,No,No
38,111.38,4232.44,One year,Mailed check,Fiber optic,No,No
48,115.28,5533.44,One year,Credit card,Fiber optic,No,No
60,52.67,3160.2,One year,Electronic check,No,Yes,No
63,55.44,3492.72,Month-to-month,Bank transfer,DSL,Yes,No
2,70.56,141.12,Two year,Electronic check,No,No,No
11,114.11,1255.21,Month-to-month,Bank transfer,DSL,Yes,No
64,107.63,6888.32,Month-to-month,Credit card,Fiber optic,Yes,Yes
21,30.26,635.46,Month-to-month,Bank transfer,DSL,Yes,No
18,59.27,1066.86,Two year,Bank transfer,DSL,No,Yes
64,75.34,4821.76,Month-to-month,Bank transfer,DSL,Yes,Yes
38,70.31,2671.78,Month-to-month,Electronic check,No,No,No
32,39.39,1260.48,Month-to-month,Mailed check,DSL,No,Yes
11,105.88,1164.68,Month-to-month,Electronic check,DSL,No,Yes
45,87.69,3946.05,One year,Mailed check,DSL,Yes,No
33,103.79,3425.07,Month-to-month,Electronic check,No,No,No
41,105.88,4341.08,One year,Credit card,No,Yes,No
8,94.84,758.72,Month-to-month,Credit card,No,Yes,Yes
11,63.92,703.12,Two year,Bank transfer,DSL,No,Yes
51,81.05,4133.55,One year,Credit card,Fiber optic,No,Yes
41,36.04,1477.64,One year,Bank transfer,Fiber optic,No,No
17,87.36,1485.12,One year,Mailed check,Fiber optic,Yes,No
46,37.93,1744.78,One year,Credit card,DSL,Yes,No
32,89.39,2860.48,Two year,Mailed check,Fiber optic,No,No
54,42.96,2319.84,Month-to-month,Electronic check,Fiber optic,No,No
20,31.76,635.2,One year,Mailed check,Fiber optic,Yes,No
33,36.53,1205.49,Two year,Electronic check,DSL,Yes,No
40,20.2,808.0,One year,Mailed check,Fiber optic,No,No
32,91.87,2939.84,Month-to-month,Mailed check,Fiber optic,Yes,Yes
2,93.24,186.48,One year,Credit card,DSL,Yes,Yes
33,71.49,2359.17,Two year,Mailed check,No,Yes,No
30,36.14,1084.2,Month-to-month,Credit card,Fiber optic,Yes,Yes
33,28.36,935.88,Two year,Credit card,No,Yes,No
26,21.91,569.66,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
22,36.57,804.54,Month-to-month,Bank transfer,DSL,No,Yes
66,109.09,7199.94,Month-to-month,Electronic check,No,Yes,Yes
38,44.15,1677.7,One year,Mailed check,No,No,No
46,55.43,2549.78,Two year,Electronic check,No,No,Yes
15,30.53,457.95,Two year,Mailed check,No,Yes,No
44,42.24,1858.56,Two year,Bank transfer,Fiber optic,No,No
49,71.92,3524.08,Month-to-month,Bank transfer,Fiber optic,No,Yes
61,80.78,4927.58,One year,Mailed check,No,No,No
67,44.54,2984.18,Month-to-month,Mailed check,Fiber optic,Yes,Yes
6,25.77,154.62,Two year,Bank transfer,No,No,No
9,59.1,531.9,One year,Bank transfer,No,Yes,Yes
6,43.42,260.52,One year,Electronic check,DSL,No,No
32,41.96,1342.72,One year,Bank transfer,No,No,No
41,115.99,4755.59,Two year,Mailed check,Fiber optic,No,Yes
8,81.63,653.04,One year,Electronic check,No,No,Yes
50,75.69,3784.5,One year,Mailed check,DSL,Yes,No
62,61.58,3817.96,Month-to-month,Credit card,Fiber optic,No,Yes
62,62.89,3899.18,Month-to-month,Electronic check,DSL,No,Yes
7,74.09,518.63,One year,Mailed check,DSL,Yes,No
4,89.64,358.56,One year,Bank transfer,No,Yes,No
6,90.21,541.26,Month-to-month,Credit card,DSL,Yes,Yes
58,37.17,2155.86,Month-to-month,Mailed check,DSL,No,No
22,70.01,1540.22,Month-to-month,Electronic check,Fiber optic,Yes,No
26,61.2,1591.2,Two year,Mailed check,DSL,Yes,No
3,107.05,321.15,Two year,Credit card,No,Yes,Yes
41,83.14,3408.74,Month-to-month,Electronic check,No,Yes,No
60,73.25,4395.0,One year,Credit card,No,Yes,No
14,31.54,441.56,Month-to-month,Mailed check,DSL,Yes,Yes
12,80.56,966.72,Two year,Bank transfer,Fiber optic,No,No
12,31.72,380.64,One year,Bank transfer,No,Yes,No
13,53.72,698.36,Two year,Mailed check,DSL,No,No
25,34.28,857.0,One year,Mailed check,No,Yes,No
45,89.21,4014.45,Two year,Mailed check,No,Yes,No
19,40.63,771.97,One year,Electronic check,Fiber optic,Yes,No
55,59.19,3255.45,One year,Credit card,No,No,No
45,109.57,4930.65,One year,Credit card,Fiber optic,Yes,No
8,40.43,323.44,One year,Credit card,DSL,Yes,Yes
53,70.78,3751.34,Two year,Mailed check,No,Yes,Yes
55,61.93,3406.15,Two year,Credit card,DSL,Yes,Yes
32,21.81,697.92,One year,Mailed check,DSL,No,No
51,99.28,5063.28,One year,Electronic check,DSL,No,Yes
44,26.9,1183.6,Two year,Bank transfer,No,No,Yes
70,67.43,4720.1,One year,Mailed check,Fiber optic,No,Yes
18,76.07,1369.26,One year,Mailed check,No,No,No
22,82.84,1822.48,One year,Bank transfer,DSL,Yes,No
37,88.86,3287.82,Month-to-month,Bank transfer,Fiber optic,Yes,No
56,45.33,2538.48,One year,Electronic check,DSL,Yes,Yes
59,21.0,1239.0,Month-to-month,Credit card,Fiber optic,No,Yes
3,92.34,277.02,One year,Mailed check,No,Yes,Yes
28,73.57,2059.96,Two year,Credit card,Fiber optic,No,No
35,103.61,3626.35,Month-to-month,Mailed check,No,Yes,No
61,102.14,6230.54,Month-to-month,Electronic check,DSL,No,Yes
54,104.33,5633.82,One year,Bank transfer,Fiber optic,Yes,No
63,68.51,4316.13,One year,Electronic check,DSL,Yes,No
7,53.36,373.52,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
49,99.16,4858.84,Two year,Credit card,No,Yes,No
31,65.13,2019.03,Two year,Credit card,Fiber optic,No,No
58,38.34,2223.72,One year,Electronic check,Fiber optic,Yes,No
61,105.5,6435.5,Two year,Bank transfer,No,Yes,No
24,108.26,2598.24,Two year,Electronic check,No,Yes,No
20,66.63,1332.6,One year,Bank transfer,No,No,No
37,27.57,1020.09,Two year,Bank transfer,Fiber optic,Yes,No
4,58.78,235.12,One year,Credit card,DSL,Yes,No
20,100.35,2007.0,Month-to-month,Credit card,Fiber optic,Yes,No
60,110.18,6610.8,One year,Bank transfer,Fiber optic,Yes,Yes
24,40.35,968.4,Month-to-month,Bank transfer,DSL,Yes,No
50,26.7,1335.0,Month-to-month,Bank transfer,No,No,No
49,107.74,5279.26,Two year,Credit card,Fiber optic,No,Yes
51,58.94,3005.94,Two year,Credit card,DSL,No,Yes
36,74.18,2670.48,Two year,Mailed check,No,Yes,No
66,116.81,7709.46,One year,Bank transfer,No,No,Yes
34,26.66,906.44,Two year,Mailed check,Fiber optic,Yes,Yes
36,84.83,3053.88,Month-to-month,Bank transfer,No,Yes,Yes
6,27.41,164.46,Two year,Credit card,No,Yes,Yes
39,57.55,2244.45,Two year,Mailed check,DSL,Yes,No
42,100.38,4215.96,One year,Mailed check,DSL,No,No
58,63.35,3674.3,One year,Electronic check,No,No,No
12,119.72,1436.64,Month-to-month,Bank transfer,DSL,No,No
3,75.91,227.73,One year,Credit card,No,Yes,No
18,52.12,938.16,Two year,Electronic check,Fiber optic,No,Yes
40,42.01,1680.4,One year,Electronic check,DSL,No,No
21,55.05,1156.05,Month-to-month,Bank transfer,No,Yes,Yes
15,57.25,858.75,Two year,Electronic check,No,No,Yes
26,26.87,698.62,Month-to-month,Bank transfer,DSL,Yes,No
8,56.96,455.68,One year,Electronic check,DSL,No,No
42,66.42,2789.64,One year,Bank transfer,Fiber optic,No,No
44,92.27,4059.88,Month-to-month,Credit card,No,No,No
14,85.67,1199.38,Two year,Bank transfer,Fiber optic,Yes,No
2,90.88,181.76,One year,Bank transfer,Fiber optic,No,No
37,20.84,771.08,One year,Mailed check,Fiber optic,No,No
69,41.77,2882.13,Two year,Credit card,DSL,No,Yes
38,86.17,3274.46,One year,Credit card,Fiber optic,No,No
41,68.4,2804.4,Month-to-month,Credit card,DSL,Yes,No
62,20.53,1272.86,One year,Electronic check,DSL,Yes,No
60,100.45,6027.0,One year,Mailed check,Fiber optic,No,Yes
14,97.28,1361.92,Two year,Credit card,Fiber optic,No,No
2,74.84,149.68,Month-to-month,Electronic check,No,No,Yes
70,26.65,1865.5,Two year,Electronic check,Fiber optic,Yes,No
17,96.65,1643.05,One year,Electronic check,No,No,No
28,78.37,2194.36,One year,Mailed check,Fiber optic,No,No
66,98.2,6481.2,Two year,Electronic check,Fiber optic,Yes,No
35,95.17,3330.95,Two year,Mailed check,Fiber optic,Yes,No
5,100.3,501.5,Two year,Bank transfer,Fiber optic,Yes,Yes
65,71.8,4667.0,Month-to-month,Electronic check,No,No,Yes
40,34.03,1361.2,One year,Credit card,No,Yes,No
56,87.12,4878.72,Two year,Electronic check,Fiber optic,Yes,No
36,82.05,2953.8,One year,Bank transfer,Fiber optic,No,Yes
45,94.23,4240.35,Month-to-month,Bank transfer,No,Yes,Yes
23,36.99,850.77,Month-to-month,Electronic check,DSL,No,Yes
47,39.5,1856.5,Month-to-month,Bank transfer,DSL,No,Yes
31,109.04,3380.24,Month-to-month,Mailed check,DSL,Yes,No
11,95.0,1045.0,One year,Mailed check,No,No,No
10,110.82,1108.2,Month-to-month,Electronic check,No,Yes,Yes
67,95.87,6423.29,Month-to-month,Mailed check,DSL,Yes,Yes
14,79.72,1116.08,Two year,Mailed check,DSL,Yes,No
10,85.41,854.1,Month-to-month,Credit card,Fiber optic,No,Yes
1,108.91,108.91,Two year,Electronic check,No,Yes,Yes
5,77.88,389.4,Month-to-month,Bank transfer,No,No,Yes
20,83.24,1664.8,Month-to-month,Electronic check,DSL,No,No
8,35.65,285.2,Two year,Mailed check,DSL,No,Yes
43,67.39,2897.77,Month-to-month,Credit card,No,Yes,No
1,91.64,91.64,One year,Electronic check,Fiber optic,No,No
57,47.09,2684.13,One year,Electronic check,DSL,No,Yes
64,40.23,2574.72,Month-to-month,Mailed check,No,Yes,No
28,51.38,1438.64,One year,Mailed check,No,Yes,No
37,44.15,1633.55,Two year,Electronic check,Fiber optic,No,Yes
47,41.49,1950.03,Month-to-month,Mailed check,Fiber optic,No,No
37,62.49,2312.13,Month-to-month,Mailed check,DSL,Yes,No
49,110.78,5428.22,Two year,Mailed check,DSL,No,Yes
44,70.71,3111.24,Two year,Mailed check,DSL,No,No
56,38.79,2172.24,Two year,Mailed check,No,No,No
28,27.7,775.6,Month-to-month,Credit card,DSL,No,No
6,89.62,537.72,Two year,Mailed check,No,Yes,Yes
61,58.28,3555.08,Two year,Bank transfer,DSL,No,No
20,102.18,2043.6,One year,Electronic check,Fiber optic,Yes,Yes
2,85.95,171.9,One year,Credit card,Fiber optic,No,Yes
37,99.62,3685.94,Month-to-month,Credit card,No,Yes,No
20,47.19,943.8,One year,Mailed check,Fiber optic,No,No
26,89.24,2320.24,One year,Electronic check,No,Yes,No
29,46.41,1345.89,Two year,Bank transfer,No,No,No
1,113.91,113.91,Two year,Mailed check,Fiber optic,Yes,Yes
35,83.64,2927.4,One year,Electronic check,No,No,No
70,52.45,3671.5,One year,Mailed check,Fiber optic,No,No
59,46.95,2770.05,One year,Mailed check,DSL,Yes,No
69,39.09,2697.21,Month-to-month,Mailed check,DSL,Yes,Yes
33,89.46,2952.18,Month-to-month,Mailed check,Fiber optic,Yes,No
51,41.87,2135.37,Month-to-month,Mailed check,Fiber optic,Yes,No
12,79.53,954.36,One year,Mailed check,Fiber optic,Yes,No
20,46.46,929.2,One year,Mailed check,Fiber optic,No,No
53,86.2,4568.6,Month-to-month,Bank transfer,DSL,Yes,Yes
43,101.49,4364.07,Month-to-month,Credit card,No,Yes,Yes
50,97.8,4890.0,One year,Bank transfer,No,No,Yes
29,96.09,2786.61,Two year,Mailed check,DSL,Yes,No
57,38.77,2209.89,Month-to-month,Mailed check,No,Yes,Yes
39,28.84,1124.76,One year,Bank transfer,DSL,Yes,No
56,89.89,5033.84,One year,Bank transfer,No,No,Yes
43,56.83,2443.69,Two year,Credit card,Fiber optic,Yes,Yes
50,63.23,3161.5,One year,Bank transfer,Fiber optic,No,No
23,23.11,531.53,One year,Credit card,Fiber optic,No,No
44,45.96,2022.24,Month-to-month,Mailed check,DSL,Yes,No
38,23.37,888.06,Month-to-month,Electronic check,DSL,No,No
23,107.92,2482.16,Two year,Electronic check,No,Yes,No
45,44.34,1995.3,Two year,Electronic check,No,Yes,Yes
52,75.73,3937.96,One year,Electronic check,No,Yes,Yes
50,23.9,1195.0,Month-to-month,Mailed check,DSL,Yes,No
8,86.68,693.44,Two year,Electronic check,No,Yes,No
1,52.3,52.3,Two year,Bank transfer,Fiber optic,No,No
8,109.79,878.32,Two year,Bank transfer,No,No,No
29,108.81,3155.49,One year,Electronic check,Fiber optic,No,Yes
5,52.53,262.65,Month-to-month,Bank transfer,DSL,No,Yes
47,110.1,5174.7,Two year,Credit card,Fiber optic,Yes,No
34,119.62,4067.08,Month-to-month,Mailed check,Fiber optic,Yes,Yes
65,102.54,6665.1,Two year,Electronic check,Fiber optic,No,Yes
55,104.49,5746.95,Two year,Electronic check,DSL,Yes,Yes
43,44.9,1930.7,Month-to-month,Mailed check,DSL,No,Yes
30,77.67,2330.1,Month-to-month,Bank transfer,DSL,No,No
17,26.73,454.41,Month-to-month,Mailed check,DSL,No,No
26,29.49,766.74,One year,Mailed check,No,No,No
8,119.89,959.12,Two year,Bank transfer,DSL,Yes,No
47,52.66,2475.02,One year,Mailed check,Fiber optic,Yes,No
46,94.82,4361.72,Month-to-month,Bank transfer,DSL,No,Yes
68,100.67,6845.56,Two year,Bank transfer,No,No,Yes
33,105.8,3491.4,One year,Mailed check,No,No,No
1,119.76,119.76,Two year,Credit card,No,No,Yes
19,44.15,838.85,One year,Bank transfer,Fiber optic,No,No
31,24.04,745.24,Month-to-month,Mailed check,DSL,Yes,No
14,61.12,855.68,One year,Bank transfer,DSL,No,No
53,33.01,1749.53,Two year,Credit card,DSL,No,No
48,22.24,1067.52,Two year,Credit card,Fiber optic,Yes,Yes
69,56.04,3866.76,Two year,Electronic check,Fiber optic,Yes,No
62,98.37,6098.94,Two year,Bank transfer,No,Yes,No
66,76.62,5056.92,Month-to-month,Bank transfer,No,Yes,Yes
64,51.28,3281.92,One year,Mailed check,DSL,Yes,Yes
70,85.43,5980.1,Month-to-month,Bank transfer,Fiber optic,Yes,No
63,43.2,2721.6,Month-to-month,Electronic check,Fiber optic,Yes,Yes
33,21.44,707.52,Month-to-month,Credit card,DSL,Yes,No
41,96.44,3954.04,Two year,Credit card,DSL,Yes,No
48,82.37,3953.76,Two year,Electronic check,No,No,No
13,96.23,1250.99,Two year,Bank transfer,No,Yes,Yes
31,23.89,740.59,One year,Bank transfer,No,No,Yes
68,103.71,7052.28,Two year,Electronic check,DSL,No,Yes
4,81.95,327.8,One year,Mailed check,DSL,No,Yes
19,76.34,1450.46,Two year,Credit card,No,No,No
70,82.46,5772.2,Two year,Electronic check,No,No,No
13,106.44,1383.72,Month-to-month,Electronic check,Fiber optic,No,Yes
23,78.69,1809.87,Month-to-month,Bank transfer,Fiber optic,No,Yes
1,78.1,78.1,Month-to-month,Credit card,No,No,No
54,119.07,6429.78,One year,Bank transfer,No,Yes,Yes
71,95.67,6792.57,One year,Electronic check,Fiber optic,No,Yes
15,64.23,963.45,Two year,Mailed check,No,No,No
65,90.74,5898.1,One year,Credit card,Fiber optic,No,No
71,58.92,4183.32,Two year,Electronic check,Fiber optic,No,Yes
15,42.89,643.35,One year,Electronic check,Fiber optic,Yes,Yes
21,79.69,1673.49,One year,Mailed check,DSL,No,No
19,112.82,2143.58,One year,Electronic check,DSL,Yes,Yes
60,112.91,6774.6,Month-to-month,Electronic check,No,Yes,Yes
33,54.19,1788.27,One year,Credit card,Fiber optic,No,No
49,72.77,3565.73,Month-to-month,Credit card,DSL,No,Yes
35,41.16,1440.6,Month-to-month,Credit card,No,Yes,Yes
44,119.56,5260.64,One year,Bank transfer,No,No,No
11,118.11,1299.21,Two year,Mailed check,No,No,No
66,84.95,5606.7,Two year,Credit card,No,Yes,No
46,100.44,4620.24,Two year,Bank transfer,No,Yes,No
9,91.51,823.59,One year,Bank transfer,Fiber optic,No,Yes
3,79.32,237.96,Two year,Mailed check,No,No,Yes
26,25.33,658.58,Month-to-month,Mailed check,Fiber optic,No,Yes
48,65.48,3143.04,Two year,Electronic check,DSL,Yes,No
66,87.48,5773.68,One year,Bank transfer,No,No,No
70,87.75,6142.5,Two year,Credit card,DSL,Yes,No
28,57.31,1604.68,Month-to-month,Mailed check,Fiber optic,Yes,Yes
26,114.17,2968.42,One year,Bank transfer,Fiber optic,No,Yes
25,36.74,918.5,Two year,Credit card,DSL,Yes,No
12,70.04,840.48,One year,Bank transfer,No,No,No
5,89.09,445.45,One year,Mailed check,No,No,No
48,89.71,4306.08,One year,Electronic check,DSL,Yes,No
37,84.86,3139.82,Two year,Bank transfer,DSL,No,No
44,47.53,2091.32,One year,Credit card,DSL,Yes,No
15,35.62,534.3,Two year,Mailed check,No,Yes,No
43,83.59,3594.37,Month-to-month,Electronic check,No,No,Yes
48,79.93,3836.64,Two year,Credit card,No,No,Yes
70,37.94,2655.8,Month-to-month,Credit card,DSL,No,No
46,90.51,4163.46,Two year,Credit card,No,No,Yes
43,65.52,2817.36,One year,Bank transfer,Fiber optic,Yes,No
21,86.78,1822.38,Two year,Mailed check,DSL,Yes,No
23,103.74,2386.02,One year,Credit card,No,Yes,No
47,36.97,1737.59,Month-to-month,Bank transfer,DSL,No,No
15,21.91,328.65,Two year,Mailed check,Fiber optic,Yes,Yes
25,97.91,2447.75,One year,Mailed check,Fiber optic,Yes,No
36,80.97,2914.92,Month-to-month,Bank transfer,DSL,No,No
51,89.96,4587.96,Month-to-month,Bank transfer,DSL,No,No
15,103.82,1557.3,Two year,Credit card,Fiber optic,No,Yes
68,100.28,6819.04,Month-to-month,Mailed check,DSL,Yes,No
21,116.09,2437.89,One year,Electronic check,Fiber optic,No,Yes
13,73.59,956.67,Month-to-month,Bank transfer,Fiber optic,Yes,No
19,68.85,1308.15,Month-to-month,Mailed check,No,Yes,Yes
34,60.19,2046.46,One year,Mailed check,DSL,Yes,No
68,35.37,2405.16,Month-to-month,Credit card,DSL,Yes,Yes
52,77.26,4017.52,Month-to-month,Electronic check,No,Yes,Yes
27,47.7,1287.9,Month-to-month,Credit card,Fiber optic,No,Yes
29,112.13,3251.77,Month-to-month,Electronic check,DSL,Yes,Yes
28,78.32,2192.96,One year,Electronic check,No,No,Yes
35,79.28,2774.8,Month-to-month,Bank transfer,No,Yes,Yes
8,55.49,443.92,One year,Mailed check,DSL,Yes,No
16,25.2,403.2,Month-to-month,Mailed check,No,No,No
36,23.17,834.12,Month-to-month,Mailed check,Fiber optic,Yes,No
30,62.33,1869.9,Month-to-month,Electronic check,No,Yes,Yes
18,28.46,512.28,Month-to-month,Mailed check,Fiber optic,No,Yes
2,80.68,161.36,One year,Bank transfer,Fiber optic,No,Yes
49,108.1,5296.9,One year,Electronic check,DSL,Yes,No
4,108.29,433.16,One year,Electronic check,No,Yes,No
7,85.9,601.3,Two year,Electronic check,Fiber optic,Yes,Yes
39,41.12,1603.68,Month-to-month,Electronic check,Fiber optic,No,Yes
13,106.3,1381.9,Month-to-month,Bank transfer,No,Yes,No
31,108.61,3366.91,One year,Mailed check,Fiber optic,No,No
71,39.67,2816.57,Two year,Bank transfer,No,No,No
63,93.74,5905.62,Month-to-month,Mailed check,DSL,Yes,No
56,48.65,2724.4,One year,Bank transfer,Fiber optic,No,No
42,100.26,4210.92,Month-to-month,Credit card,Fiber optic,Yes,Yes
61,119.72,7302.92,Month-to-month,Credit card,No,Yes,Yes
42,23.0,966.0,One year,Credit card,No,No,No
56,109.74,6145.44,One year,Credit card,No,No,No
36,82.26,2961.36,Month-to-month,Electronic check,No,No,Yes
68,117.34,7979.12,Month-to-month,Electronic check,Fiber optic,No,Yes
7,66.5,465.5,One year,Bank transfer,DSL,No,Yes
54,104.74,5655.96,Month-to-month,Bank transfer,DSL,No,Yes
1,26.24,26.24,Month-to-month,Credit card,DSL,Yes,Yes
44,53.53,2355.32,One year,Mailed check,DSL,Yes,No
45,26.7,1201.5,Month-to-month,Credit card,No,Yes,No
47,117.53,5523.91,Month-to-month,Bank transfer,Fiber optic,No,No
13,101.7,1322.1,Two year,Credit card,Fiber optic,No,No
22,105.25,2315.5,One year,Bank transfer,Fiber optic,No,No
21,113.8,2389.8,Two year,Credit card,No,Yes,Yes
9,28.51,256.59,Two year,Mailed check,Fiber optic,Yes,No
26,58.56,1522.56,Two year,Credit card,No,No,No
9,27.1,243.9,Month-to-month,Mailed check,Fiber optic,No,Yes
15,41.08,616.2,Month-to-month,Mailed check,DSL,No,No
10,42.94,429.4,Two year,Bank transfer,No,No,Yes
42,66.91,2810.22,Two year,Mailed check,Fiber optic,Yes,Yes
24,46.86,1124.64,Two year,Electronic check,DSL,Yes,Yes
49,30.1,1474.9,Month-to-month,Electronic check,DSL,Yes,Yes
26,36.75,955.5,Two year,Electronic check,DSL,No,Yes
37,34.73,1285.01,Two year,Bank transfer,No,Yes,No
68,117.31,7977.08,One year,Electronic check,No,No,No
50,95.93,4796.5,One year,Bank transfer,Fiber optic,No,No
24,116.78,2802.72,Month-to-month,Bank transfer,DSL,No,Yes
19,63.97,1215.43,One year,Electronic check,Fiber optic,Yes,Yes
60,47.84,2870.4,One year,Mailed check,Fiber optic,Yes,No
39,99.83,3893.37,One year,Credit card,DSL,No,No
18,52.63,947.34,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
